DEBUG market 2014-08-29 16:51:34 ./market/recommend.py recommend 386  新增banner:f60f28c3
DEBUG market 2014-09-01 11:15:57 ./game/views.py views 255  修改bc47a44d的信息
DEBUG market 2014-09-01 11:16:01 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:24:39 ./game/views.py views 255  修改bc47a44d的信息
DEBUG market 2014-09-01 11:24:43 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:25:24 ./game/views.py views 255  修改91eb6906的信息
DEBUG market 2014-09-01 11:25:28 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:26:17 ./game/views.py views 255  修改1cc05f45的信息
DEBUG market 2014-09-01 11:26:20 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:27:29 ./game/views.py views 255  修改e9cef25c的信息
DEBUG market 2014-09-01 11:27:33 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:28:12 ./game/views.py views 255  修改d13e61ef的信息
DEBUG market 2014-09-01 11:28:15 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:28:54 ./game/views.py views 255  修改42b4f4e5的信息
DEBUG market 2014-09-01 11:28:57 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:29:47 ./game/views.py views 255  修改1b9f928a的信息
DEBUG market 2014-09-01 11:29:50 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:30:36 ./game/views.py views 255  修改04969b13的信息
DEBUG market 2014-09-01 11:30:39 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:31:56 ./game/views.py views 255  修改7b2e89f3的信息
DEBUG market 2014-09-01 11:31:59 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:33:18 ./game/views.py views 255  修改7cd1097e的信息
DEBUG market 2014-09-01 11:33:20 ./game/views.py views 255  修改7cd1097e的信息
DEBUG market 2014-09-01 11:33:25 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:35:26 ./game/views.py views 255  修改7cd1097e的信息
DEBUG market 2014-09-01 11:35:30 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:36:58 ./game/views.py views 255  修改9113d59e的信息
DEBUG market 2014-09-01 11:37:01 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:39:42 ./game/views.py views 255  修改189471c9的信息
DEBUG market 2014-09-01 11:39:45 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:40:48 ./game/views.py views 255  修改f83ddd5e的信息
DEBUG market 2014-09-01 11:40:51 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:46:34 ./game/views.py views 255  修改f83ddd5e的信息
DEBUG market 2014-09-01 11:46:43 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:48:17 ./game/views.py views 255  修改f83ddd5e的信息
DEBUG market 2014-09-01 11:48:19 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:49:06 ./game/views.py views 255  修改fd26bef2的信息
DEBUG market 2014-09-01 11:49:09 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:50:24 ./game/views.py views 255  修改7a7bd43c的信息
DEBUG market 2014-09-01 11:50:27 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:51:10 ./game/views.py views 255  修改980ea15d的信息
DEBUG market 2014-09-01 11:51:13 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:52:08 ./game/views.py views 255  修改532897f4的信息
DEBUG market 2014-09-01 11:52:10 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:52:46 ./game/views.py views 255  修改12c1a036的信息
DEBUG market 2014-09-01 11:52:49 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:53:20 ./game/views.py views 255  修改23b0482e的信息
DEBUG market 2014-09-01 11:53:23 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:53:56 ./game/views.py views 255  修改b7393d01的信息
DEBUG market 2014-09-01 11:53:58 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 11:54:33 ./game/views.py views 255  修改1a30aec3的信息
DEBUG market 2014-09-01 11:54:36 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-01 13:42:05 ./game/views.py views 83  增加702c926f截图:
DEBUG market 2014-09-02 18:00:29 ./game/views.py views 255 向晓玮 修改702c926f的信息
DEBUG market 2014-09-02 18:00:41 ./game/views.py views 255 向晓玮 修改702c926f的信息
DEBUG market 2014-09-02 18:04:46 ./game/views.py views 255  修改702c926f的信息
DEBUG market 2014-09-02 18:04:51 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-02 19:04:26 ./market/topic.py topic 57  同步数据
DEBUG market 2014-09-02 19:13:32 ./market/topic.py topic 57  同步数据
DEBUG market 2014-09-02 19:21:03 ./market/topic.py topic 57  同步数据
DEBUG market 2014-09-02 19:39:23 ./market/topic.py topic 57 向晓玮 同步数据
DEBUG market 2014-09-03 10:26:27 ./market/topic.py topic 57  同步数据
DEBUG market 2014-09-03 14:03:55 ./game/views.py views 255  修改4f647eab的信息
DEBUG market 2014-09-03 14:04:00 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-03 14:04:06 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-03 14:26:33 ./game/views.py views 255  修改4f647eab的信息
DEBUG market 2014-09-03 14:26:38 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-03 14:32:51 ./game/views.py views 255  修改0176bcc6的信息
DEBUG market 2014-09-03 14:32:55 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-03 14:33:27 ./game/views.py views 255  修改0176bcc6的信息
DEBUG market 2014-09-03 14:33:30 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-03 14:34:44 ./game/views.py views 255  修改0d9cc8ec的信息
DEBUG market 2014-09-03 14:34:47 ./market/topic.py topic 44  发布数据
DEBUG market 2014-09-03 16:20:48 ./game/views.py views 255  修改23b0482e的信息
DEBUG market 2014-09-03 16:20:51 ./market/topic.py topic 47  发布数据
DEBUG market 2014-09-03 19:50:11 ./market/topic.py topic 60  同步数据
DEBUG market 2014-09-05 18:38:19 ./market/topic.py topic 419  删除专题60的游戏列表:5c362b68
DEBUG market 2014-09-05 18:57:29 ./market/topic.py topic 47  发布数据
DEBUG market 2014-09-05 21:20:55 ./market/topic.py topic 60  同步数据
DEBUG market 2014-09-05 21:28:04 ./market/topic.py topic 60  同步数据
DEBUG market 2014-09-05 21:35:09 ./market/topic.py topic 60  同步数据
DEBUG market 2014-09-05 21:47:25 ./market/topic.py topic 177  新增专题:61
DEBUG market 2014-09-05 21:49:24 ./market/topic.py topic 400  新增专题61的游戏列表:4bf7b930
DEBUG market 2014-09-05 21:50:10 ./market/topic.py topic 211  禁用专题:61
DEBUG market 2014-09-05 21:53:28 ./market/topic.py topic 400  新增专题61的游戏列表:a2b4d811
DEBUG market 2014-09-05 21:53:43 ./market/topic.py topic 400  新增专题61的游戏列表:8c1be0d0
DEBUG market 2014-09-05 21:53:55 ./market/topic.py topic 400  新增专题61的游戏列表:3f0647e5
DEBUG market 2014-09-05 21:54:06 ./market/topic.py topic 400  新增专题61的游戏列表:7628831a
DEBUG market 2014-09-05 21:54:14 ./market/topic.py topic 400  新增专题61的游戏列表:7ccd765a
DEBUG market 2014-09-05 21:54:21 ./market/topic.py topic 400  新增专题61的游戏列表:8e559186
DEBUG market 2014-09-05 21:54:29 ./market/topic.py topic 400  新增专题61的游戏列表:be87fe61
DEBUG market 2014-09-05 21:54:40 ./market/topic.py topic 400  新增专题61的游戏列表:d2cb927b
DEBUG market 2014-09-05 21:54:46 ./market/topic.py topic 400  新增专题61的游戏列表:dc4b7574
DEBUG market 2014-09-05 21:54:56 ./market/topic.py topic 400  新增专题61的游戏列表:f2e209a2
DEBUG market 2014-09-05 21:55:07 ./market/topic.py topic 400  新增专题61的游戏列表:f7493db2
DEBUG market 2014-09-05 21:55:23 ./market/topic.py topic 400  新增专题61的游戏列表:12fc66a5
DEBUG market 2014-09-05 21:55:31 ./market/topic.py topic 400  新增专题61的游戏列表:19defbd9
DEBUG market 2014-09-05 21:55:36 ./market/topic.py topic 400  新增专题61的游戏列表:291152fb
DEBUG market 2014-09-05 21:55:43 ./market/topic.py topic 400  新增专题61的游戏列表:31f79e0a
DEBUG market 2014-09-05 21:55:49 ./market/topic.py topic 400  新增专题61的游戏列表:3204dd16
DEBUG market 2014-09-05 21:55:59 ./market/topic.py topic 400  新增专题61的游戏列表:659086c5
DEBUG market 2014-09-05 21:56:05 ./market/topic.py topic 400  新增专题61的游戏列表:66975c95
DEBUG market 2014-09-05 21:56:11 ./market/topic.py topic 400  新增专题61的游戏列表:742e2a82
DEBUG market 2014-09-05 21:56:17 ./market/topic.py topic 400  新增专题61的游戏列表:7e6d9cc1
DEBUG market 2014-09-05 21:56:24 ./market/topic.py topic 400  新增专题61的游戏列表:854cfc3b
DEBUG market 2014-09-05 21:56:33 ./market/topic.py topic 400  新增专题61的游戏列表:917af9a3
DEBUG market 2014-09-05 21:57:05 ./game/views.py views 255  修改917af9a3的信息
DEBUG market 2014-09-05 21:57:20 ./market/topic.py topic 400  新增专题61的游戏列表:94e31adf
DEBUG market 2014-09-05 21:57:28 ./market/topic.py topic 400  新增专题61的游戏列表:a06b0584
DEBUG market 2014-09-05 21:57:33 ./market/topic.py topic 400  新增专题61的游戏列表:a82047dc
DEBUG market 2014-09-05 21:57:40 ./market/topic.py topic 400  新增专题61的游戏列表:aaff36dd
DEBUG market 2014-09-05 21:57:46 ./market/topic.py topic 400  新增专题61的游戏列表:b7276996
DEBUG market 2014-09-05 21:57:55 ./market/topic.py topic 400  新增专题61的游戏列表:d133eca9
DEBUG market 2014-09-05 21:58:12 ./market/topic.py topic 400  新增专题61的游戏列表:089d70cd
DEBUG market 2014-09-05 21:58:18 ./market/topic.py topic 400  新增专题61的游戏列表:21b2ad01
DEBUG market 2014-09-05 21:58:24 ./market/topic.py topic 400  新增专题61的游戏列表:2e405f19
DEBUG market 2014-09-05 21:58:30 ./market/topic.py topic 400  新增专题61的游戏列表:5f2fe998
DEBUG market 2014-09-05 21:58:36 ./market/topic.py topic 400  新增专题61的游戏列表:6204c806
DEBUG market 2014-09-05 21:58:43 ./market/topic.py topic 400  新增专题61的游戏列表:a8010652
DEBUG market 2014-09-05 21:58:50 ./market/topic.py topic 400  新增专题61的游戏列表:aca81671
DEBUG market 2014-09-05 21:58:56 ./market/topic.py topic 400  新增专题61的游戏列表:b5b23f1d
DEBUG market 2014-09-05 21:59:02 ./market/topic.py topic 400  新增专题61的游戏列表:da5c4367
DEBUG market 2014-09-05 21:59:10 ./market/topic.py topic 400  新增专题61的游戏列表:f44f1ae3
DEBUG market 2014-09-05 21:59:24 ./market/topic.py topic 400  新增专题61的游戏列表:06cc716b
DEBUG market 2014-09-05 21:59:32 ./market/topic.py topic 400  新增专题61的游戏列表:8b0ba0a8
DEBUG market 2014-09-05 21:59:37 ./market/topic.py topic 400  新增专题61的游戏列表:b88a5b06
DEBUG market 2014-09-05 21:59:48 ./market/topic.py topic 400  新增专题61的游戏列表:44cc7516
DEBUG market 2014-09-05 22:00:06 ./market/topic.py topic 400  新增专题61的游戏列表:347e022c
DEBUG market 2014-09-05 22:11:56 ./market/recommend.py recommend 100  新增推荐列表的游戏:a2b4d811
DEBUG market 2014-09-05 22:12:20 ./market/recommend.py recommend 100  新增推荐列表的游戏:8c1be0d0
DEBUG market 2014-09-05 22:12:32 ./market/recommend.py recommend 100  新增推荐列表的游戏:7ccd765a
DEBUG market 2014-09-05 22:12:47 ./market/recommend.py recommend 100  新增推荐列表的游戏:dc4b7574
DEBUG market 2014-09-05 22:12:56 ./market/recommend.py recommend 100  新增推荐列表的游戏:f7493db2
DEBUG market 2014-09-05 22:13:12 ./market/recommend.py recommend 100  新增推荐列表的游戏:12fc66a5
DEBUG market 2014-09-05 22:13:21 ./market/recommend.py recommend 100  新增推荐列表的游戏:3204dd16
DEBUG market 2014-09-05 22:13:31 ./market/recommend.py recommend 100  新增推荐列表的游戏:a82047dc
DEBUG market 2014-09-05 22:13:51 ./market/recommend.py recommend 100  新增推荐列表的游戏:2e405f19
DEBUG market 2014-09-05 22:14:08 ./market/recommend.py recommend 100  新增推荐列表的游戏:aca81671
DEBUG market 2014-09-05 22:14:47 ./market/recommend.py recommend 100  新增推荐列表的游戏:4bf7b930
DEBUG market 2014-09-05 22:15:08 ./market/recommend.py recommend 124  删除推荐列表的游戏:7983caf9
DEBUG market 2014-09-05 22:15:15 ./market/recommend.py recommend 124  删除推荐列表的游戏:8c1be0d0
DEBUG market 2014-09-05 22:15:44 ./market/topic.py topic 47  发布数据
DEBUG market 2014-09-05 22:15:51 ./market/topic.py topic 211  禁用专题:61
DEBUG market 2014-09-05 22:15:56 ./market/topic.py topic 193  启用专题:61
DEBUG market 2014-09-05 22:16:09 ./market/topic.py topic 47  发布数据
DEBUG market 2014-09-05 22:16:34 ./market/recommend.py recommend 423  新增banner:61
DEBUG market 2014-09-05 22:16:53 ./market/recommend.py recommend 547  删除banner:19
DEBUG market 2014-09-05 22:19:40 ./game/views.py views 255  修改a2b4d811的信息
DEBUG market 2014-09-05 22:20:07 ./game/views.py views 255  修改8c1be0d0的信息
DEBUG market 2014-09-05 22:20:31 ./game/views.py views 255  修改3f0647e5的信息
DEBUG market 2014-09-05 22:20:47 ./game/views.py views 255  修改3f0647e5的信息
DEBUG market 2014-09-05 22:20:54 ./game/views.py views 255  修改7628831a的信息
DEBUG market 2014-09-05 22:21:09 ./game/views.py views 255  修改7628831a的信息
DEBUG market 2014-09-05 22:21:25 ./game/views.py views 255  修改8e559186的信息
DEBUG market 2014-09-05 22:21:51 ./game/views.py views 255  修改a8c662dd的信息
DEBUG market 2014-09-05 22:21:59 ./game/views.py views 255  修改be87fe61的信息
DEBUG market 2014-09-05 22:22:06 ./game/views.py views 255  修改d2cb927b的信息
DEBUG market 2014-09-05 22:22:32 ./game/views.py views 255  修改dc4b7574的信息
DEBUG market 2014-09-05 22:22:47 ./game/views.py views 255  修改f2e209a2的信息
DEBUG market 2014-09-05 22:22:58 ./game/views.py views 255  修改f7493db2的信息
DEBUG market 2014-09-05 22:23:44 ./game/views.py views 255  修改12fc66a5的信息
DEBUG market 2014-09-05 22:24:14 ./game/views.py views 255  修改19defbd9的信息
DEBUG market 2014-09-05 22:24:32 ./game/views.py views 255  修改291152fb的信息
DEBUG market 2014-09-05 22:25:00 ./game/views.py views 255  修改31f79e0a的信息
DEBUG market 2014-09-05 22:25:20 ./game/views.py views 255  修改3204dd16的信息
DEBUG market 2014-09-05 22:26:59 ./game/views.py views 255  修改659086c5的信息
DEBUG market 2014-09-05 22:27:20 ./game/views.py views 255  修改66975c95的信息
DEBUG market 2014-09-05 22:27:59 ./game/views.py views 255  修改742e2a82的信息
DEBUG market 2014-09-05 22:28:11 ./game/views.py views 255  修改7e6d9cc1的信息
DEBUG market 2014-09-05 22:28:37 ./game/views.py views 255  修改854cfc3b的信息
DEBUG market 2014-09-05 22:29:03 ./game/views.py views 255  修改917af9a3的信息
DEBUG market 2014-09-05 22:29:47 ./game/views.py views 255  修改94e31adf的信息
DEBUG market 2014-09-05 22:30:24 ./game/views.py views 255  修改a06b0584的信息
DEBUG market 2014-09-05 22:30:32 ./game/views.py views 255  修改a06b0584的信息
DEBUG market 2014-09-05 22:30:48 ./game/views.py views 255  修改a82047dc的信息
DEBUG market 2014-09-05 22:31:10 ./game/views.py views 255  修改aaff36dd的信息
DEBUG market 2014-09-05 22:31:22 ./game/views.py views 255  修改b7276996的信息
DEBUG market 2014-09-05 22:31:32 ./game/views.py views 255  修改d133eca9的信息
DEBUG market 2014-09-05 22:32:16 ./game/views.py views 255  修改089d70cd的信息
DEBUG market 2014-09-05 22:32:57 ./game/views.py views 255  修改21b2ad01的信息
DEBUG market 2014-09-05 22:33:12 ./game/views.py views 255  修改2e405f19的信息
DEBUG market 2014-09-05 22:33:36 ./game/views.py views 255  修改5f2fe998的信息
DEBUG market 2014-09-05 22:34:00 ./game/views.py views 255  修改6204c806的信息
DEBUG market 2014-09-05 22:34:42 ./game/views.py views 255  修改a8010652的信息
DEBUG market 2014-09-05 22:35:13 ./game/views.py views 255  修改aca81671的信息
DEBUG market 2014-09-05 22:35:49 ./game/views.py views 255  修改b5b23f1d的信息
DEBUG market 2014-09-05 22:36:22 ./game/views.py views 255  修改da5c4367的信息
DEBUG market 2014-09-05 22:37:08 ./game/views.py views 255  修改f44f1ae3的信息
DEBUG market 2014-09-05 22:37:53 ./game/views.py views 255  修改06cc716b的信息
DEBUG market 2014-09-05 22:38:05 ./game/views.py views 255  修改8b0ba0a8的信息
DEBUG market 2014-09-05 22:38:20 ./game/views.py views 255  修改b88a5b06的信息
DEBUG market 2014-09-05 22:38:37 ./game/views.py views 255  修改44cc7516的信息
DEBUG market 2014-09-05 22:39:03 ./game/views.py views 255  修改4bf7b930的信息
DEBUG market 2014-09-05 22:39:10 ./game/views.py views 255  修改347e022c的信息
DEBUG market 2014-09-05 22:40:13 ./market/recommend.py recommend 124  删除推荐列表的游戏:522f03f2
DEBUG market 2014-09-05 22:42:42 ./market/topic.py topic 47  发布数据
DEBUG market 2014-09-05 22:45:10 ./game/views.py views 255  修改7ccd765a的信息
DEBUG market 2014-09-05 22:45:21 ./market/topic.py topic 47  发布数据
DEBUG market 2014-09-05 22:45:46 ./game/views.py views 255  修改be87fe61的信息
DEBUG market 2014-09-06 09:06:24 ./market/topic.py topic 47  发布数据
DEBUG market 2014-09-06 09:07:43 ./market/topic.py topic 47  发布数据
DEBUG market 2014-09-06 09:07:58 ./market/topic.py topic 47  发布数据
DEBUG market 2014-09-06 11:12:37 ./game/views.py views 255  修改a2b4d811的信息
DEBUG market 2014-09-06 11:14:32 ./game/views.py views 255  修改06cc716b的信息
DEBUG market 2014-09-06 11:15:19 ./game/views.py views 255  修改06cc716b的信息
DEBUG market 2014-09-06 11:45:39 ./game/views.py views 255  修改8c1be0d0的信息
DEBUG market 2014-09-06 11:45:41 ./game/views.py views 255  修改8c1be0d0的信息
DEBUG market 2014-09-06 11:51:44 ./game/views.py views 255  修改d133eca9的信息
DEBUG market 2014-09-06 11:51:46 ./game/views.py views 255  修改d133eca9的信息
DEBUG market 2014-09-06 11:52:12 ./game/views.py views 255  修改b7276996的信息
DEBUG market 2014-09-06 11:52:39 ./game/views.py views 255  修改aaff36dd的信息
DEBUG market 2014-09-06 11:53:11 ./game/views.py views 255  修改a82047dc的信息
DEBUG market 2014-09-06 11:53:39 ./game/views.py views 255  修改3204dd16的信息
DEBUG market 2014-09-06 11:53:43 ./game/views.py views 255  修改a06b0584的信息
