575,浙江,绍兴,绍兴/绍兴县/上虞/嵊县/新昌/诸暨
576,浙江,台州,台州/临海/黄岩/椒江/温岭/玉环/仙居/天台/三门
577,浙江,温州,温州/瓯海/永嘉/乐清/洞头/瑞安/平阳/苍南/泰顺/文成
570,浙江,衢州,衢州/江山/常山/开化/衢县/龙游
571,浙江,杭州,杭州/余杭/富阳/淳安/建德/桐庐/临安/萧山
572,浙江,湖州,湖州/德清/安吉/长兴
573,浙江,嘉兴,嘉兴/桐乡/嘉善/海盐/平湖/海宁
394,河南,周口,周口/西华/淮阳/郸城/鹿邑/沈丘/项城/扶沟/太康/商水
395,河南,漯河,漯河/临颖/舞阳/郾城
396,河南,驻马店,驻马店/泌阳/遂平/汝南/确山/西平/上蔡/平舆/新蔡/正阳
397,河南,潢川,潢川/光山/新县/淮滨/固始/商城/息县
391,河南,焦作,焦作/修武/武陟/温县/孟县/博爱/沁阳/济源
392,河南,鹤壁,鹤壁/浚县/淇县
393,河南,濮阳,濮阳/濮阳县/台前/范县/南乐/清丰
398,河南,三门峡,三门峡/卢氏/渑池/义马/灵宝/陕县
8430,四川,宝兴,
718,湖北,恩施,恩施/建始/巴东/鹤峰/宣恩/来凤/咸丰/利川
719,湖北,十堰,十堰/郧县/丹江口/房县/神农架/竹山/竹溪/郧西
895,西藏,昌都,
894,西藏,林芝,
8056,西藏,八宿,
892,西藏,日喀则,
891,西藏,拉萨,
890,海南,儋州,儋州/白沙/洋浦/东方/昌江/临高
710,湖北,襄樊,襄樊/襄阳/宜城/南漳/谷城/枣阳/老河口/保康
711,湖北,鄂州,
712,湖北,孝感,孝感/大悟/汉川/应城/云梦/安陆/广水
713,湖北,黄冈,黄冈/黄州/麻城/红安/浠水/罗田/英山/蕲春/黄梅/武穴
714,湖北,黄石,黄石/大冶/阳新
715,湖北,咸宁,咸宁/通山/崇阳/通城/蒲圻/嘉鱼/温泉
716,湖北,荆沙,荆沙/沙市/监利/石首/公安/松滋/钟祥/京山/洪湖
717,湖北,宜昌,宜昌/宜昌县/远发/当阳/枝江/枝城/长阳/五峰/秭归/兴山
543,山东,滨州,滨州/博兴/邹平/惠民/无棣/沾化/阳信
8648,贵州,惠水,
8647,贵州,罗甸,
896,西藏,那曲,
8051,西藏,江达,
893,西藏,山南,
8057,西藏,洛隆,
8054,西藏,芒康,
8493,四川,松潘,
25,江苏,南京,南京/江浦/六合/江宁/高淳/溧水
24,辽宁,沈阳,沈阳/新民/辽中/康平/法库
27,湖北,武汉,武汉/武昌/武昌县/蔡甸/黄陂/新洲
21,上海,上海,上海/上海县/嘉定/松江/南汇/奉贤/川沙/青浦/崇明/金山
20,广东,广州,广州/番禺/花县/从化/增城
23,重庆,重庆,重庆/万县/永川/北碚/巴县/江北/涪陵/石柱/丰都/南川/城口/巫溪/奉节/云阳/忠县/梁平/开县/大足/荣昌/壁山/铜梁/潼南/合川/江津/双桥/南桐/长寿/綦江/黔江/武隆/垫江/巫山
22,天津,天津,天津/蓟县/宝坻/武清/静海/宁河
29,陕西,长安,长安/临潼/蓝田/周至/户县/高陵/西安
28,四川,成都,成都/温江/金堂/双流/新津/蒲江/郫县/新都/彭州/都江堰/崇州/大邑/邛崃
439,吉林,临江,临江/靖宇/长白/抚松/江源
8659,贵州,从江,
532,山东,青岛,青岛/胶南/胶州/平度/莱西/即墨
533,山东,淄博,淄博/桓台/高青/沂源
534,山东,德州,德州/庆云/监邑/夏津/平原/宁津/齐河/乐陵/武城/禹城/陵县
535,山东,烟台,烟台/招远/莱阳/海阳/长岛/莱州/龙口/蓬莱/栖霞/牟平
536,山东,潍坊,潍坊/寿光/昌邑/高密/诸城/安丘/临朐/青州/昌乐
537,山东,济宁,济宁/梁山/曲阜/兖州/邹城/微山/鱼台/金乡/嘉祥/泗水/汶上
8650,贵州,榕江,
8651,贵州,黄平,
433,吉林,延吉,延吉/汪清/和龙/安图/敦化/图们/龙井
8653,贵州,镇远,
8654,贵州,岑巩,
434,吉林,四平,四平/双辽/犁树/公主岭
8656,贵州,天柱,
8657,贵州,锦屏,
899,海南,三亚,三亚/通什/乐东/保亭/陵水/琼中
872,云南,大理,大理/鹤庆/剑川/祥云/南涧/宾川/云龙/弥渡/洱源/永平/巍山/漾濞
898,海南,海口,海口/澄迈/安定/文昌/屯昌/琼海/万宁/琼山
9851,青海,达日,
9853,青海,班玛,
9852,青海,玛多,
691,云南,景洪,景洪/孟海/孟腊
692,云南,潞西,潞西/畹町/瑞丽/陇川/盈江/梁河
9854,青海,甘德,
8278,四川,南江,
8279,四川,巴中,
992,新疆,奎屯,奎屯/乌苏
993,甘肃,华亭,华亭/庄浪/石河子/沙湾
990,新疆,克拉玛依,克拉玛依/布克赛尔
991,新疆,乌鲁木齐,
448,吉林,梅河口,梅河口/柳河/辉南
997,新疆,阿克苏,阿克苏/库车/新和/沙雅/拜城/温宿/乌什/阿拉尔/阿瓦提/柯坪/阿合奇
994,新疆,昌吉,昌吉/奇台/米泉/呼图壁/玛纳斯/吉木萨尔/阜康/木垒
8277,四川,通江,
998,新疆,咯什,咯什/疏附/伽师/巴楚/麦盖提/叶城/泽普/莎车/岳普湖/英吉沙
999,新疆,塔什库尔干,塔什库尔干/疏勒/伊宁/察布查尔/霍城/新源/巩留/尼勒克/特克斯/昭苏
440,吉林,珲春,
8445,四川,会东,
8444,四川,会理,
8447,四川,冕宁,
8440,四川,木里,
668,广东,茂名,茂名/化州/高州/信宜/电白
746,湖南,永州,永州/东安/祁阳/新田/宁远/蓝山/江华/江永/道县/双牌
745,湖南,怀化,怀化/麻阳/芷江/黔阳/溆浦/通道/靖州/会同/新晃/辰溪/沅陵/洪江
744,湖南,张家界,张家界/桑植/慈利
743,湖南,吉首,吉首/凤凰/龙山/永顺/保靖/花垣/古丈/泸溪
660,广东,汕尾,汕尾/海丰/陆河/陆丰
661,广东,潮阳,
662,广东,阳江,阳江/阳春/阳东/阳西
663,广东,揭阳,揭阳/揭东/惠来/揭西/普宁
421,辽宁,朝阳,朝阳/朝阳县/建平/北票/凌源/喀喇沁左翼
8059,西藏,丁青,
818,四川,达川,达川/宣汉/开江/万源/大竹/渠县
8672,贵州,赫章,
9228,陕西,靖边,
8673,贵州,纳雍,
9226,陕西,绥德,
9227,陕西,定边,
9224,陕西,横山,
9225,陕西,米脂,
9222,陕西,佳县,
8670,贵州,长顺,
9220,陕西,吴堡,
9221,陕西,子洲,
8671,贵州,威宁,
8676,贵州,金沙,
8677,贵州,织金,
8674,贵州,黔西,
8675,贵州,大方,
887,台湾,安定,
886,台湾,阿莲,
889,台湾,八德,
888,台湾,安平,
9828,青海,尖扎,尖扎/泽库
790,江西,新余,新余/分宜
791,江西,南昌,南昌/南昌县/新建/进贤/安义
792,江西,九江,九江/九江县/庐山/修水/湖口/星子/瑞昌/德安/彭泽/都昌/永修/武宁
793,江西,上饶,上饶/上饶县/玉山/余干/弋阳/波阳/广丰/万年/铅山/横峰/婺源/德兴
794,江西,抚州,抚州/资溪/广昌/东乡/金溪/崇仁/临川/宜黄/乐安/南城/南丰/黎川
795,江西,宜春,宜春/宜丰/上高/奉新/靖安/高安/丰城/樟树/万载/铜鼓
796,江西,吉安,吉安/吉安县/新干/永丰/吉水/峡江/泰和/万安/遂川/宁冈/永新/井岗山/安福
797,江西,赣州,赣州/瑞金/于都/兴国/宁都/石城/寻乌/南康/赣县/大余/上犹/崇义/信丰/龙南/定南/全南/安远/会昌
798,江西,景德镇,景德镇/乐平/浮梁
799,江西,萍乡,萍乡/莲花
825,四川,遂宁,遂宁/蓬溪/射洪/武胜/华蓥
8661,贵州,沿河,
8663,贵州,万山,
8662,贵州,松桃,
8665,贵州,江口,
8664,贵州,玉屏,
8667,贵州,思南,
8666,贵州,石阡,
8669,贵州,德江,
8668,贵州,印江,
9229,陕西,神木,
813,四川,自贡,自贡/富顺/荣县
812,四川,攀枝花,
566,安徽,石台,石台/东至/青阳/贵池
565,安徽,含山,含山/和县/庐江/无为/巢湖
564,安徽,寿县,寿县/舒城/六安/金寨/霍山/霍邱
563,安徽,绩溪,绩溪/广德/旌德/宁国/郎溪/泾县/宣州
562,安徽,铜陵县,铜陵县/铜陵
561,安徽,濉溪,濉溪/淮北
8407,四川,理县,
9223,陕西,府谷,
919,陕西,宜君,宜君/耀县/铜川
551,安徽,长丰,长丰/肥西/肥东/合肥
318,河北,衡水,衡水/铙阳/武强/武邑/阜城/景县/故城/枣强/冀县/深州/安平
319,河北,邢台,邢台/临西/内丘/临城/柏乡/宁晋/隆尧/巨鹿/新河/南宫/清河/威县/广宗/平乡/南和/任县/沙河
8069,西藏,措勤,
314,河北,承德,承德/承德县/兴隆/隆化/围场/平泉/宽城/丰宁/滦平
315,河北,唐山,唐山/玉田/滦县/遵化/滦南/唐海/丰南/乐亭/丰润/迁安/迁西
701,江西,鹰潭,鹰潭/贵溪/余江
317,河北,沧州,沧州/黄骅/海兴/盐山/孟村/青县/南皮/东光/吴桥/泊头/河间/肃宁/任丘/献县
310,河北,邯郸,邯郸/武安/临漳/磁县/涉县/成安/永年/鸡泽/曲周/丘县/馆陶/大名/魏县/广平/肥乡
311,河北,石家庄,石家庄/获鹿/正定/栾城/井陉/元氏/新乐/无极/深泽/辛集/晋州/赵县/赞皇/高邑/平山/灵寿/行唐
312,河北,保定,保定/潢城/清苑/涞水/易县/涞源/唐县/定兴/涿州/高碑店/博野/安国/定州/曲阳/阜平/高阳/徐水/容城/雄县/安新/望都/蠡县/顺平
313,河北,张家口,张家口/宣化/怀安/万全/张北/崇礼/沽源/尚义/康保/赤城/怀来/涿鹿/蔚县/阳原
8081,西藏,尼玛,
635,山东,聊城,聊城/临清/茌平/高唐/东阿/阳谷/莘县/冠县
634,山东,莱芜,
633,山东,日照,日照/五莲/河口
632,山东,枣庄,枣庄/滕州
631,山东,威海,威海/荣城/文登/乳山
9498,甘肃,两当,
9491,甘肃,成县,
9493,甘肃,文县,
9492,甘肃,康县,
9495,甘肃,西和,
9494,甘肃,宕昌,
9497,甘肃,徽县,
9496,甘肃,礼县,
8017,西藏,尼木,
853,贵州,安顺,
852,贵州,遵义,遵义/赤水/习水/仁怀/遵义县/桐梓/绥阳/正安/道真/湄潭/凤冈/务川/余庆
851,贵州,贵阳,贵阳/清镇/修文/息烽/开阳
857,贵州,毕节,
856,贵州,铜仁,
855,贵州,凯里,
854,贵州,都匀,
859,贵州,兴义,兴义/册亨/望谟/安龙/兴仁/贞丰/普安/晴隆
858,贵州,六盘水,
523,江苏,泰州,泰州/靖江/泰兴/姜堰/兴化
520,江苏,张家港,张家港/常熟/昆山/太仓
527,江苏,沭阳,沭阳/宿迁/泗阳/泗洪
912,陕西,榆林,
913,陕西,合阳,合阳/蒲城/韩城/富平/潼关/华阴/大荔/华县/渭南/澄城/白水
910,陕西,彬县,彬县/乾县/礼泉/泾阳/三原/淳化/旬邑/兴平/永寿/长武/武功/咸阳
911,陕西,富县,富县/安塞/甘泉/志丹/洛川/宜川/黄龙/吴旗/延长/子长/延川/黄陵/延安
916,陕西,略阳,略阳/宁强/佛坪/留坝/勉县/镇巴/西乡/洋县/城固/南郑/汉中
917,陕西,麟游,麟游/太白/千阳/陇县/凤县/眉县/扶风/岐山/凤翔/宝鸡县/宝鸡
914,陕西,商南,商南/洛南/丹凤/商州
915,陕西,白河,白河/镇坪/紫阳/平利/石泉/旬阳/汉阴/宁陕/岚皋/安康
881,云南,东川,
8682,贵州,盘县,
8681,贵州,六枝,
8680,贵州,剑河,
8687,贵州,丹寨,
8686,贵州,雷山,
8689,贵州,台江,
8688,贵州,麻江,
8049,西藏,贡嘎,
350,山西,忻州,忻州/原平/定襄/五台/代县/繁峙/宁武/神池/五寨/岢岚/河曲/保德/偏关/静乐
351,山西,太原,太原/阳曲/娄烦/清徐/古交
352,山西,大同,大同/大同县/天镇/阳高/浑源/广灵/灵丘/左云
353,山西,阳泉,阳泉/孟县/平定
354,山西,榆次,榆次/灵石/昔阳/和顺/左权/榆社/寿阳/太谷/祁县/平遥/介休
355,山西,长治,长治/长治县/壶关/平顺/黎城/襄垣/武乡/沁县/沁源/屯留/长子/潞城
356,山西,晋城,晋城/高平/阳城/沁水/陵川
357,山西,临汾,临汾/侯马/大宁/曲沃/翼城/襄汾/洪洞/霍州/汾西/蒲县/隰县/永和/乡宁/吉县/安泽/浮山/古县
358,山西,离石,离石/石楼/方山/临县/汾阳/文水/交城/孝义/交口/中阳/柳林/兴县/岚县
359,山西,运城,运城/芮城/平陆/临猗/万荣/稷山/河津/新绛/闻喜/夏县/永济/绛县/垣曲
596,福建,漳州,漳州/南靖/华安/长泰/龙海/漳浦/云霄/东山/诏安/平和
4888,内蒙古,额济纳旗,
594,福建,莆田,莆田/仙游
595,福建,泉州,泉州/晋江/南安/安溪/永春/德化/惠安/石狮
592,福建,厦门,厦门/同安
593,福建,宁德,宁德/福安/柘荣/福鼎/霞浦/寿宁/古田/屏南/周宁
459,黑龙江,大庆,大庆/林甸/安达/肇州/杜尔伯特/肇源
591,福建,福州,福州/闽候/连江/长乐/福清/平潭/永泰/闽清/罗源
457,黑龙江,加格达奇,加格达奇/塔河/呼玛/漠河
456,黑龙江,黑河,黑河/北安/孙吴/逊克/德都/嫩江/五大连池
8634,贵州,镇宁,
454,黑龙江,佳木斯,佳木斯/依兰/汤原/桦南/富锦/抚远/同江/桦川/饶河/萝北/鹤岗/绥滨/双鸭山/友谊/宝清/集贤
8632,贵州,紫云,
452,黑龙江,齐齐哈尔,齐齐哈尔/克山/拜泉/依安/龙江/讷河/甘南/富裕/克东/泰来
4887,内蒙古,阿拉善右旗,
8631,贵州,平坝,
8456,四川,普格,
8457,四川,布拖,
8455,四川,喜德,
8452,四川,越西,
8453,四川,雷波,
8458,四川,金阳,
8459,四川,美姑,
9820,青海,河南,
772,广西,柳州,柳州/柳江/鹿寨/柳城/三江/融安/融冰/金秀/合山/忻城/来宾/武宣/象州
773,广西,桂林,桂林/阳朔/临桂/荔浦/灌阳/平乐/兴安/灵川/全州/永福/龙胜/恭城/资源
770,广西,防城港,防城港/上思
771,广西,南宁,南宁/上林/凭祥/邕宁/崇左/宁明/武鸣/马山/龙州/宾阳/大新/天等/横县/隆安/扶绥
776,广西,百色,百色/田林/隆林/西林/凌云/田阳/靖西/田东/乐业/平果/德保/那坡
777,广西,钦州,钦州/灵山/浦北
774,广西,梧州,梧州/苍梧/藤县/岑溪/昭平/贺县/蒙山/钟山/富川
775,广西,玉林,玉林/容县/北流/陆川/博白/贵港/桂平/平南
778,广西,河池,河池/宜州/罗城/环江/天峨/凤山/东兰/南丹/巴马/都安/大化
779,广西,北海,北海/合浦
902,台湾,补子,
903,台湾,布袋,
7437,四川,石棉,
901,台湾,北投,
906,台湾,长治,
907,台湾,潮州,
904,台湾,草屯,
9421,甘肃,陇西,
9422,甘肃,漳县,
9423,甘肃,通渭,
9424,甘肃,岷县,
9425,甘肃,临洮,
9426,甘肃,渭源,
4831,内蒙古,阿拉善左旗,
954,宁夏,固原,固原/海原/西吉/隆德/泾源/彭阳
952,宁夏,石嘴山,石嘴山/平罗/惠农/陶乐
953,宁夏,吴忠,吴忠/中宁/中卫/青铜峡/灵武/同心/盐池
905,台湾,长宾,
597,福建,龙岩,龙岩/漳平/永定/上杭/武平/长汀/连城
8225,四川,璧山,
890,台湾,八里,
891,台湾,白河,
892,台湾,白沙,
893,台湾,板桥,
894,台湾,褒忠,
895,台湾,宝山,
896,台湾,卑南,
897,台湾,北斗,
898,台湾,北港,
899,台湾,北门,
458,黑龙江,绥化,绥化/明水/庆安/海伦/绥棱/望奎/兰西/青冈/伊春/嘉荫/铁力
8270,四川,平昌,
8229,四川,盐边,
8228,四川,米易,
413,辽宁,抚顺,抚顺/抚顺县/清原/新宾
412,辽宁,鞍山,鞍山/海城/台安/岫岩
411,辽宁,大连,大连/庄河/长海/瓦房店/普兰店/金县/新金
410,辽宁,铁岭,铁岭/铁岭县/昌图/开原/西丰/铁法
417,辽宁,营口,营口/盖州/大石桥
416,辽宁,锦州,锦州/凌海/黑山/义县/北宁
415,辽宁,丹东,丹东/东港/凤城/宽甸
414,辽宁,本溪,本溪/本溪县/桓仁
453,黑龙江,牡丹江,牡丹江/林口/穆棱/东宁/海林/宁安/绥芬河/虎林/鸡西/鸡东/密山/七台河/勃利
419,辽宁,辽阳,辽阳/辽阳县/灯塔
418,辽宁,阜新,阜新/阜新县/彰武
826,四川,广安,广安/岳池
8633,贵州,关岭,
817,四川,南充,南充/西充/南部/阆中/营山/蓬安/仪陇
558,安徽,利辛,利辛/临泉/太和/颍上/界首/涡阳/蒙城/阜南/毫州/阜阳
559,安徽,黟县,黟县/休宁/祁门/歙县/黄山
598,福建,三明,三明/沙县/尤溪/大田/永安/清流/宁化/明溪/建宁/泰宁/将乐
816,四川,绵阳,绵阳/平武/安县/江油/梓潼/三台/盐亭
552,安徽,固镇,固镇/怀远/五河/蚌埠
553,安徽,南陵,南陵/繁昌/芜湖县/芜湖
550,安徽,明光,明光/定远/来安/天长/凤阳/全椒/滁州
599,福建,南平,南平/建瓯/顺昌/建阳/邵武/浦城/松溪/政和/光泽/武夷山
556,安徽,岳西,岳西/怀宁/宿松/潜山/望江/桐城/枞阳/太湖/安庆
557,安徽,泗县,泗县/灵壁/砀山/萧县/宿州
554,安徽,凤台,凤台/淮南
555,安徽,当涂,当涂/马鞍山
8411,四川,昭觉,
8417,四川,甘洛,
736,湖南,常德,常德/桃源/汉寿/石门/澧县/津市/安乡/临澧
737,湖南,益阳,益阳/桃江/安化/南县/沅江
734,湖南,衡阳,衡阳/衡阳县/耒阳/常宁/衡南/衡东/衡山/祁东
735,湖南,郴州,郴州/资兴/桂东/汝城/临武/嘉禾/安仁/桂阳/永兴/宜章
732,湖南,湘潭,湘潭/湘潭县/韶山/湘乡
733,湖南,株洲,株洲/株洲县/攸县/茶陵/醴陵/炎陵
730,湖南,岳阳,岳阳/岳阳县/湘阴/华容/临湘/平江/汨罗
731,湖南,长沙,长沙/长沙县/宁乡/望城/浏阳
8489,四川,汶川,
738,湖南,娄底,娄底/双峰/冷水江/新化/涟源
739,湖南,邵阳,邵阳/邵阳县/新宁/城步/新邵/绥宁/武岗/洞口/邵东/隆回
8078,西藏,索县,
8073,西藏,阿里,
8658,贵州,黎平,
438,吉林,松原,松原/扶余/前郭/长岭/乾安
879,云南,思茅,思茅/普洱/墨江/景谷/景东/澜沧/西盟/江城/镇沅/孟连
878,云南,楚雄,楚雄/禄丰/牟定/大姚/永仁/南华/姚安/元谋/双柏/武定
431,吉林,长春,长春/双阳/农安/九台/德惠/榆树
539,山东,临沂,临沂/苍山/平邑/蒙阴/沂水/沂南/莒南/临沭/郯城/费县
8652,贵州,施秉,
975,青海,玛沁,
432,吉林,吉林,吉林/永吉/磬石/桦甸/蛟河/舒兰
435,吉林,通化,通化/通化县/集安
995,新疆,吐鲁番,吐鲁番/鄯善/托克逊
8655,贵州,三穗,
871,云南,昆明,昆明/富民/嵩明/宜良/呈贡/晋宁/安宁/路南/禄劝
951,宁夏,银川,银川/贺兰/永宁
437,吉林,辽源,辽源/东辽/东丰
870,云南,昭通,昭通/镇雄/永善/彝良/大关/威信/盐津/巧家/绥江/鲁甸/水富
436,吉林,白城,白城/通榆/大安/洮南/镇赉
9411,甘肃,甘南州,
9413,甘肃,临潭,
9412,甘肃,夏河,
9415,甘肃,碌曲,
9414,甘肃,舟曲,
9417,甘肃,旧尼,
9416,甘肃,玛曲,
9418,甘肃,迭部,
911,台湾,池上,
910,台湾,成功,
913,台湾,刺桐,
912,台湾,春日,
906,新疆,阿勒泰,阿勒泰/青河/布尔律/哈巴河/富蕴/福海/吉木乃
901,新疆,塔城,塔城/额敏/裕民/托里
903,新疆,和田,和田/皮山/墨玉/洛浦/策勒/于田/民丰
902,新疆,哈密,哈密/马里坤/伊吾
909,新疆,博乐,博乐/精河/温泉
908,新疆,阿图什,阿图什/乌恰/阿克陶
518,江苏,连云港,连云港/东海/赣榆/灌云/灌南
519,江苏,常州,常州/武进/金坛/溧阳
516,江苏,徐州,徐州/铜山/丰县/沛县/邳县/新沂/睢宁
517,江苏,淮阴,淮阴/淮阴县/淮安/洪泽/金湖/涟水/盱眙
514,江苏,扬州,扬州/江都/邗江/仪征/高邮/宝应
515,江苏,盐城,盐城/响水/滨海/阜宁/射阳/建湖/大丰/东台
512,江苏,苏州,苏州/吴江/吴县
513,江苏,南通,南通/如东/如皋/通州市/海门/启东/海安
510,江苏,无锡,无锡/江阴/宜兴/锡山
511,江苏,镇江,镇江/丹徒/丹阳/句容/扬中
349,山西,朔州,朔州/怀仁/应县/右玉/山阴
580,浙江,舟山,舟山/岱山/嵊泗/普陀
8463,四川,汉源,
8462,四川,荥经,
8461,四川,名山,
8466,四川,芦山,
8465,四川,天全,
530,山东,荷泽,荷泽/巨野/定陶/成武/单县/曹县/东明/鄄城/郓城
8040,西藏,扎囊,
886,云南,六库,六库/泸水/福贡/贡山/兰坪
887,云南,中甸,中甸/维西/德钦
769,广东,东莞,
768,广东,潮州,潮州/潮安/饶平
